Year,CensusCode,TotalEst,CensusCode2,Name,Unsheltered,Sheltered,Total
2016,920043a,0,920043a,Tujunga Canyons,0,0,
2016,920043b,0,920043b,Santa Clarita,0,0,
2016,920043c,0,920043c,Santa Clarita,0,0,
2016,920043d,0,920043d,Santa Clarita,0,0,
2016,920045,0,920045,Santa Clarita,0,0,
2016,920102a,0,920102a,Elizabeth Lake,0,0,
2016,920102b,0,920102b,Castaic Canyons,0,0,
2016,920102c,0,920102c,Ridge Route,0,0,
2016,920102p,0,920102p,Ridge Route,0,0,
2016,920104p,0,920104p,Ridge Route,0,0,
2016,920109c,0,920109c,Castaic Canyons,0,0,
2016,920110,0,920110,Santa Clarita,0,0,
2016,920112a,0,920112a,Santa Clarita,0,0,
2016,920112b,0,920112b,Santa Clarita,0,0,
2016,920114a,0,920114a,Santa Clarita,0,0,
2016,920114b,0,920114b,Santa Clarita,0,0,
2016,920119,0,920119,Castaic,0,0,
2016,920303,0,920303,Unincorporated Santa Susana Mountains,0,0,
2016,920312a,0,920312a,Santa Clarita,0,0,
2016,920312b,0,920312b,Santa Clarita,0,0,
2016,920312c,0,920312c,Unincorporated Santa Susana Mountains,0,0,
2016,920313a,0,920313a,Santa Clarita,0,0,
2016,920313b,0,920313b,Santa Clarita,0,0,
2016,920322,0,920322,Santa Clarita,0,0,
2016,920326a,0,920326a,Unincorporated Santa Susana Mountains,0,0,
2016,920326b,0,920326b,Santa Clarita,0,0,
2016,920328,0,920328,Santa Clarita,0,0,
2016,920331,0,920331,Santa Clarita,0,0,
2016,920334a,0,920334a,Santa Clarita,0,0,
2016,920334b,0,920334b,Santa Clarita,0,0,
2016,920338,0,920338,Stevenson Ranch,0,0,
2016,930301a,0,930301a,Azusa,0,0,
2016,980002,0,980002,Carson,0,0,
2016,980004a,0,980004a,Palmdale,0,0,
2016,980004b,0,980004b,Palmdale,0,0,
2016,980022,0,980022,Granada Hills,0,0,
2016,980026a,0,980026a,Lake View Terrace,0,0,
2017,206300c,1339.1,206300c,Downtown,502.2,837,
2017,206300a,952.4,206300a,Downtown,357.299999999999,595,
2017,206300b,937.4,206300b,Downtown,351.5,586,
2017,226002b,462.8,226002b,Downtown,386.7,76,
2017,231100b,427,231100b,Historic South-Central,216.2,211,
2017,277400,420.7,277400,Westchester/Playa,420.7,0,
2017,701100b,352.5,701100b,Veterans Administration,81.2,271,
2017,206200b,298.2,206200b,Downtown,258,40,
2017,980024,253.7,980024,Sepulveda Basin,253.7,0,
2017,273300,253.1,273300,Venice,232.1,21,
2017,232700a,242.399999999999,232700a,Vermont-Slauson,81.3,161,
2017,208801a,236.9,208801a,Westlake,236.9,0,
2017,532304c,224.4,532304c,Commerce,6.2,218,
2017,930200p,205.9,930200p,Tujunga Canyons,26.4,180,
2017,910805b,203.6,910805b,Tujunga Canyons,203.6,0,
2017,910202b,203.299999999999,910202b,Northwest Palmdale,203.299999999999,0,
2017,273402,202.7,273402,Venice,202.7,0,
2017,910202c,200.799999999999,910202c,Northwest Palmdale,200.799999999999,0,
2017,402101,190,402101,Pomona,0,190,
2017,541001,183.5,541001,West Compton,183.5,0,
2017,207301c,175.6,207301c,Downtown,43.8,132,
2017,207301b,174.7,207301b,Downtown,43.5,131,
2017,296600,173.5,296600,San Pedro,54.5,119,
2017,207301a,173.299999999999,207301a,Downtown,43.1999999999999,130,
2017,190901,171,190901,Hollywood,71,100,
2017,192700a,170.5,192700a,East Hollywood,81.4,89,
2017,208903b,168.2,208903b,Westlake,28.9,139,
2017,206032,163.2,206032,Boyle Heights,85.2,78,
2017,224600,157.399999999999,224600,Historic South-Central,90.3999999999999,67,
2017,400402b,155.4,400402b,Glendora,0,155,
2017,122122,153.8,122122,Sun Valley,97.8,56,
2017,106112b,152.1,106112b,Sylmar,10.6,142,
2017,273200,146.1,273200,Venice,110.1,36,
2017,206200a,129.4,206200a,Downtown,111.9,18,
2017,273502,122,273502,Venice,122,0,
2017,207102a,118.6,207102a,Chinatown,118.6,0,
2017,911001b,116.7,911001b,Littlerock,116.7,0,
2017,121900b,114.7,121900b,Sun Valley,16.7,98,
2017,702803,0,702803,Culver City,72.7,42,
2017,273902,114.6,273902,Venice,43.6,71,
2017,207400a,112.8,207400a,Downtown,112.8,0,
2017,190700,112.5,190700,Hollywood,83.5,29,
2017,195710a,112,195710a,Westlake,17.4,95,
2017,910202a,110.9,910202a,Lancaster,110.9,0,
2017,197500,110.6,197500,Echo Park,79.6,31,
2017,121802a,108.6,121802a,Sun Valley,30.1999999999999,78,
2017,232500,106.9,232500,Chesterfield Square,21.9,85,
2017,195710c,105.5,195710c,Echo Park,16.5,89,
2017,222700,102.4,222700,University Park,102.4,0,
2017,237300,0,237300,Chesterfield Square,30.4,72,
2017,209104,99.8,209104,Westlake,1.8,98,
2017,207710a,99,207710a,Downtown,65.3,34,
2017,240700,96.4,240700,Green Meadows,96.4,0,
2017,543305b,95.7,543305b,Unincorporated Compton,95.7,0,
2017,433802a,94.8,433802a,Whittier Narrows,70.2,25,
2017,543604a,94.7,543604a,Carson,94.7,0,
2017,206200c,93.8,206200c,Downtown,81.2,13,
2017,294830,93.6,294830,Wilmington,93.6,0,
2017,530004,93.5,530004,Montebello,93.5,0,
2017,226001a,92.4,226001a,Downtown,92.4,0,
2017,602900b,91.7,602900b,Gardena,5.5,86,
2017,121900a,91.3,121900a,Sun Valley,13.3,78,
2017,540902b,90.6,540902b,Willowbrook,90.6,0,
2017,601401b,89.6,601401b,Inglewood,5.1,85,
2017,408800b,89.2,408800b,Pomona,14.8,74,
2017,621204,88.3,621204,Redondo Beach,88.3,0,
2017,267403b,87.8,267403b,West Los Angeles,3.5,84,
2017,503302,87,503302,South Whittier,13,74,
2017,980014b,86.3999999999999,980014b,Wilmington,86.3999999999999,0,
2017,920314b,86.3,920314b,Santa Clarita,33.6,53,
2017,540902a,86,540902a,Willowbrook,86,0,
2017,408800a,85.8,408800a,Pomona,14.2,72,
2017,206031b,85.3,206031b,Downtown,85.3,0,
2017,503105,0,503105,South Whittier,11.3,74,
2017,226001b,83.1999999999999,226001b,Historic South-Central,83.1999999999999,0,
2017,226002a,82.8,226002a,Downtown,69.2,14,
2017,241400,81.4,241400,Broadway-Manchester,81.4,0,
2017,231100a,81,231100a,Historic South-Central,41,40,
2017,602900a,79.3999999999999,602900a,Gardena,4.6,75,
2017,206200d,79.1,206200d,Downtown,68.4,11,
2017,190801a,78.6,190801a,Hollywood,78.6,0,
2017,296902,78.4,296902,San Pedro,19.4,59,
2017,532304b,78,532304b,Bell,2.19999999999999,76,
2017,241001,76.4,241001,Green Meadows,76.4,0,
2017,900607a,75.2,900607a,Lancaster,27.5,48,
2017,232400,74.9,232400,Vermont Square,45.9,29,
2017,192700b,74.5,192700b,East Hollywood,35.6,39,
2017,197420,74,197420,Echo Park,4,70,
2017,234300,73.8,234300,Leimert Park,73.8,0,
2017,542601,73.7,542601,Compton,73.7,0,
2017,204420b,72.7,204420b,Boyle Heights,1.8,71,
2017,228500,72.6,228500,South Park,72.6,0,
2017,273600,71.9,273600,Venice,71.9,0,
2017,911001j,0,911001j,Littlerock,0,0,
2017,207301d,71.8,207301d,Downtown,17.9,54,
2017,238100,71.2,238100,Manchester Square,9.2,62,
2017,191901,71.1999999999999,191901,Hollywood,55.1999999999999,16,
2017,910402,71,910402,Palmdale,71,0,
2017,191000a,70.9,191000a,Hollywood,24.2,47,
2017,207102b,70.5,207102b,Downtown,70.5,0,
2017,800102a,0,800102a,Unincorporated Santa Monica Mountains,0,0,
2017,195710b,70.4,195710b,Echo Park,11,59,
2017,533701,70,533701,Maywood,0,70,
2017,910812b,69.5,910812b,Littlerock,69.5,0,
2017,294620,68.4,294620,Wilmington,68.4,0,
2017,407002b,67.1999999999999,407002b,Industry,67.1999999999999,0,
2017,294701b,65.2,294701b,Wilmington,39.6,26,
2017,207101,64.6,207101,Downtown,64.6,0,
2017,232700b,0,232700b,Vermont-Slauson,21.7,43,
2017,900104b,63.6,900104b,Northeast Antelope Valley,63.6,0,
2017,232800b,63,232800b,South Park,63,0,
2017,231900b,62.5,231900b,South Park,62.5,0,
2017,980014a,0,980014a,Wilmington,0,0,
2017,535400b,62,535400b,Florence-Firestone,62,0,
2017,224700,61.6999999999999,224700,University Park,61.6999999999999,0,
2017,104703,61.6,104703,Pacoima,61.6,0,
2017,242600a,61.3,242600a,Watts,61.3,0,
2017,910403,60.8,910403,Palmdale,60.8,0,
2017,190801b,60.5,190801b,Hollywood,60.5,0,
2017,910805a,60.4,910805a,Tujunga Canyons,60.4,0,
2017,239201b,59.4,239201b,Florence,59.4,0,
2017,535400a,59.1,535400a,Florence-Firestone,59.1,0,
2017,117408,57.4,117408,North Hills,57.4,0,
2017,911001g,57.3,911001g,Northeast Antelope Valley,57.3,0,
2017,191000b,56.5,191000b,Hollywood,19.2,37,
2017,911001k,56.3,911001k,Littlerock,56.3,0,
2017,229100a,55.5,229100a,Central-Alameda,55.5,0,
2017,701902bcN,55.4999999999999,701902bcN,Santa Monica,55.4999999999999,0,
2017,109300,55.3,109300,Granada Hills,55.3,0,
2017,208302b,55.2,208302b,Westlake,2.1,53,
2017,911001a,55.1,911001a,Littlerock,55.1,0,
2017,980009a,54.8,980009a,Griffith Park,54.8,0,
2017,192610a,54.3,192610a,East Hollywood,54.3,0,
2017,128210a,54.2,128210a,Van Nuys,25,29,
2017,800102b,0,800102b,Topanga,54.2,0,
2017,273100,54,273100,Venice,54,0,
2017,900104a,0,900104a,Northeast Antelope Valley,0,0,
2017,206031a,53.9,206031a,Downtown,53.9,0,
2017,240500,53.8,240500,Broadway-Manchester,29.7999999999999,24,
2017,542602,53.4999999999999,542602,Compton,53.4999999999999,0,
2017,231100c,53.2,231100c,Exposition Park,27,26,
2017,540800b,53,540800b,Willowbrook,53,0,
2017,800410b,52.5,800410b,Malibu,52.5,0,
2017,402702,52.3,402702,Pomona,52.3,0,
2017,229100b,52.0999999999999,229100b,Central-Alameda,52.0999999999999,0,
2017,237600,51.9,237600,Vermont-Slauson,51.9,0,
2017,531702,51.8,531702,East Los Angeles,51.8,0,
2017,601700a,51.6,601700a,Lennox,51.6,0,
2017,207502a,51.5,207502a,Downtown,51.5,0,
2017,127300,51,127300,Van Nuys,51,0,
2017,900607b,50.9,900607b,Lancaster,18.6,32,
2017,297110a,50.4,297110a,San Pedro,50.4,0,
2017,502802a,50.2,502802a,Santa Fe Springs,50.2,0,
2017,109603,50.1999999999999,109603,Mission Hills,50.1999999999999,0,
2017,117530a,0,117530a,North Hills,0,0,
2017,106113,49.9,106113,Sylmar,49.9,0,
2017,194500,0,194500,Beverly Grove,0,0,
2017,530204,0,530204,Montebello,0,0,
2017,204420a,49.3,204420a,Boyle Heights,1.2,48,
2017,600902,0,600902,Inglewood,49.3,0,
2017,231710a,48.8,231710a,Vermont Square,48.8,0,
2017,406702b,0,406702b,West Covina,0,0,
2017,113303a,48.5,113303a,Chatsworth,39.8,9,
2017,701702a,0,701702a,Santa Monica,14.8,34,
2017,232120a,48.3,232120a,Vermont Square,48.3,0,
2017,211122a,48.0999999999999,211122a,Koreatown,48.0999999999999,0,
2017,701702b,47.9,701702b,Santa Monica,14.6,33,
2017,128210b,47.8,128210b,Van Nuys,22,26,
2017,701902c,0,701902c,Santa Monica,47.8,0,
2017,930301p,47.5,930301p,Angeles Crest,47.5,0,
2017,231900a,47.4,231900a,South Park,47.4,0,
2017,502500a,47.3,502500a,Pico Rivera,47.3,0,
2017,234800,47,234800,Hyde Park,47,0,
2017,239202b,0,239202b,Florence,0,0,
2017,109500a,46.8,109500a,Pacoima,46.8,0,
2017,228800,46.7,228800,Central-Alameda,46.7,0,
2017,531902b,46.5999999999999,531902b,East Los Angeles,46.5999999999999,0,
2017,219020,46.5,219020,Jefferson Park,46.5,0,
2017,541100b,0,541100b,West Compton,0,0,
2017,125320,46.4,125320,North Hollywood,46.4,0,
2017,234600b,46.3,234600b,Hyde Park,42.3,4,
2017,504102,0,504102,Santa Fe Springs,46.3,0,
2017,540700,0,540700,Willowbrook,0,0,
2017,600304,46,600304,Westmont/West Athens,31,15,
2017,221220,45.8999999999999,221220,Pico-Union,45.8999999999999,0,
2017,270200a,45.8,270200a,Mid-City,43.1,3,
2017,530203,45.7,530203,Montebello,45.7,0,
2017,212204a,45.6,212204a,Westlake,45.6,0,
2017,400402a,0,400402a,Glendora,0,46,
2017,900103a,45.3,900103a,Northeast Antelope Valley,45.3,0,
2017,199000a,44.8,199000a,Lincoln Heights,44.8,0,
2017,208302a,44.5,208302a,Westlake,1.6,43,
2017,239702b,0,239702b,Florence,44.5,0,
2017,275603,0,275603,Playa Vista,0,0,
2017,291300b,0,291300b,Harbor Gateway North and South,0,0,
2017,115202b,44.2,115202b,Northridge,9.3,35,
2017,930101p,44,930101p,Angeles Crest,44,0,
2017,237102a,43.9,237102a,Vermont-Slauson,43.9,0,
2017,296300,43.5999999999999,296300,San Pedro,43.5999999999999,0,
2017,404600b,43.3,404600b,Irwindale,43.3,0,
2017,207900a,43.2,207900a,Downtown,43.2,0,
2017,131400,43,131400,Reseda,0,43,
2017,531602,0,531602,East Los Angeles,43,0,
2017,115202c,42.9,115202c,Northridge,9,34,
2017,262704,0,262704,Pacific Palisades,42.9,0,
2017,911001i,42.8,911001i,Littlerock,42.8,0,
2017,128400a,42.5,128400a,Van Nuys,42.5,0,
2017,191610b,0,191610b,East Hollywood,0,0,
2017,535300b,0,535300b,Florence-Firestone,0,0,
2017,701501a,42.3,701501a,Santa Monica,9.2,33,
2017,240401,42.2,240401,Vermont Vista,17.2,25,
2017,701501b,42.0999999999999,701501b,Santa Monica,9.2,33,
2017,121102b,42,121102b,Sun Valley,42,0,
2017,224420a,41.9,224420a,University Park,41.9,0,
2017,191301b,41.6,191301b,East Hollywood,35.3,6,
2017,123301b,41.5,123301b,North Hollywood,41.5,0,
2017,206050,0,206050,Boyle Heights,0,0,
2017,296220,41.1,296220,San Pedro,41.1,0,
2017,911001h,40.9,911001h,Northeast Antelope Valley,40.9,0,
2017,265520b,40.8,265520b,Westwood,40.8,0,
2017,241002b,40.5,241002b,Green Meadows,40.5,0,
2017,900102d,40.3,900102d,Northeast Antelope Valley,40.3,0,
2017,900102f,0,900102f,Northeast Antelope Valley,0,0,
2017,600201,40.2,600201,Westmont/West Athens,40.2,0,
2017,800506a,40.1999999999999,800506a,Topanga,40.1999999999999,0,
2017,900102b,40.1,900102b,Northeast Antelope Valley,40.1,0,
2017,900102g,0,900102g,Northeast Antelope Valley,0,0,
2017,900102h,0,900102h,Northeast Antelope Valley,0,0,
2017,406702a,40.0999999999999,406702a,West Covina,40.0999999999999,0,
2017,900102a,40,900102a,Northeast Antelope Valley,40,0,
2017,121802b,39.7,121802b,Sun Valley,11.1,29,
2017,207710c,0,207710c,Downtown,26.2,14,
2017,543501a,39.3,543501a,Carson,39.3,0,
2017,543604b,0,543604b,Carson,0,0,
2017,195600a,39,195600a,Echo Park,17.5,22,
2017,191810a,38.9,191810a,Hollywood,38.9,0,
2017,229410,38.8,229410,South Park,38.8,0,
2017,234502,38.6,234502,Hyde Park,17.6,21,
2017,191620,38.5,191620,East Hollywood,38.5,0,
2017,240402a,38.4,240402a,Vermont Vista,38.4,0,
2017,188100,38.3,188100,Atwater Village,38.3,0,
2017,190202,0,190202,Hollywood,0,0,
2017,190802,0,190802,Hollywood,0,0,
2017,600100,0,600100,Westmont/West Athens,0,0,
2017,265202,38.2,265202,Westwood,38.2,0,
2017,555212,0,555212,Hawaiian Gardens,0,0,
2017,911001f,38.1999999999999,911001f,Northeast Antelope Valley,38.1999999999999,0,
2017,127520b,38,127520b,Van Nuys,38,0,
2017,550000,0,550000,Norwalk,0,38,
2017,227010,37.9,227010,Central-Alameda,37.9,0,
2017,297110b,0,297110b,San Pedro,0,0,
2017,900609b,0,900609b,Lancaster,0,0,
2017,554700,37.8,554700,Norwalk,37.8,0,
2017,900609a,0,900609a,Lancaster,0,0,
2017,900102i,37.7,900102i,Northeast Antelope Valley,37.7,0,
2017,601002,37.5999999999999,601002,Inglewood,37.5999999999999,0,
2017,207302a,37.5,207302a,Downtown,37.5,0,
2017,910202d,37.4999999999999,910202d,Palmdale,37.4999999999999,0,
2017,195600b,37.3,195600b,Echo Park,16.7999999999999,21,
2017,271100,0,271100,West Los Angeles,37.3,0,
2017,267403a,37.2,267403a,West Los Angeles,1.5,36,
2017,240300,37.1,240300,Vermont Vista,37.1,0,
2017,400603b,37.0999999999999,400603b,Azusa,37.0999999999999,0,
2017,294701a,36.8,294701a,Wilmington,22.4,14,
2017,134521,36.7,134521,Canoga Park,36.7,0,
2017,191610a,36.6,191610a,East Hollywood,36.6,0,
2017,277100,36.5,277100,Westchester/Playa,36.5,0,
2017,218120a,36.4,218120a,Arlington Heights,29.4,7,
2017,218120b,0,218120b,Arlington Heights,0,0,
2017,900102e,36.1,900102e,Northeast Antelope Valley,36.1,0,
2017,980028,36,980028,Westchester/Playa,36,0,
2017,221401b,35.9,221401b,Jefferson Park,35.9,0,
2017,278001,0,278001,Westchester/Playa,0,0,
2017,242600b,35.8,242600b,Watts,35.8,0,
2017,132501,35.5,132501,Reseda,35.5,0,
2017,113237b,35.4,113237b,Chatsworth,35.4,0,
2017,117520,35.3,117520,North Hills,20.2999999999999,15,
2017,532303a,35.1,532303a,Commerce,35.1,0,
2017,232800a,35,232800a,South Park,35,0,
2017,273800a,0,273800a,Venice,0,0,
2017,900300b,34.9,900300b,Northeast Antelope Valley,34.9,0,
2017,123103a,34.8,123103a,North Hollywood,34.8,0,
2017,231220,0,231220,Exposition Park,29.8,5,
2017,208903a,34.7,208903a,Westlake,6,29,
2017,211120a,34.5,211120a,Koreatown,34.5,0,
2017,234600a,34.4,234600a,Hyde Park,31.4,3,
2017,533806a,0,533806a,Bell,34.4,0,
2017,601401a,0,601401a,Inglewood,1.9,33,
2017,310601b,34.3,310601b,Burbank,4.19999999999999,30,
2017,109500b,34.2,109500b,Pacoima,34.2,0,
2017,241300,0,241300,Vermont Vista,0,0,
2017,243100,0,243100,Watts,0,0,
2017,980021b,34.1999999999999,980021b,Hansen Dam,34.1999999999999,0,
2017,402501,34.1,402501,Pomona,34.1,0,
2017,109604,34.0999999999999,109604,Mission Hills,34.0999999999999,0,
2017,101220,34,101220,Tujunga,34,0,
2017,127806,33.9,127806,Van Nuys,33.9,0,
2017,201602,33.6,201602,El Sereno,33.6,0,
2017,234200a,0,234200a,Leimert Park,0,0,
2017,900703b,33.5,900703b,Lancaster,33.5,0,
2017,104103,33.1,104103,Lake View Terrace,33.1,0,
2017,204920,32.9,204920,Boyle Heights,32.9,0,
2017,277200,0,277200,Westchester/Playa,0,0,
2017,535300a,0,535300a,Florence-Firestone,0,0,
2017,237202,32.6,237202,Chesterfield Square,32.6,0,
2017,217002,32.5,217002,South Robertson,32.5,0,
2017,204700a,32.4,204700a,Boyle Heights,32.4,0,
2017,900703a,0,900703a,Lancaster,0,0,
2017,501400a,32.3,501400a,Whittier,32.3,0,
2017,237102b,31.5999999999999,237102b,Vermont-Slauson,31.5999999999999,0,
2017,222100,31.5,222100,Adams-Normandie,31.5,0,
2017,270100a,31.4,270100a,Palms,31.4,0,
2017,310701,0,310701,Burbank,0,0,
2017,231300,31.2,231300,Exposition Park,31.2,0,
2017,402200b,31.1,402200b,Pomona,26.1,5,
2017,541605,31.0999999999999,541605,Compton,31.0999999999999,0,
2017,226700,31,226700,Historic South-Central,31,0,
2017,276100,30.9,276100,Westchester/Playa,30.9,0,
2017,501002b,30.8,501002b,West Whittier-Los Nietos,30.8,0,
2017,106112a,30.7,106112a,Sylmar,2.2,29,
2017,274100,30.4,274100,Venice,30.4,0,
2017,600202,0,600202,Westmont/West Athens,0,0,
2017,127103,30.2,127103,Van Nuys,30.2,0,
2017,433102a,0,433102a,El Monte,0,0,
2017,500700a,0,500700a,Pico Rivera,0,0,
2017,531000,30.1999999999999,531000,East Los Angeles,30.1999999999999,0,
2017,532304d,0,532304d,Commerce,0.9,29,
2017,551900a,30.0999999999999,551900a,Norwalk,30.0999999999999,0,
2017,115202a,30,115202a,Northridge,6.3,24,
2017,191201,0,191201,East Hollywood,30,0,
2017,460302,29.8,460302,Altadena,4.8,25,
2017,127210,29.7999999999999,127210,Van Nuys,29.7999999999999,0,
2017,551900b,29.7,551900b,Norwalk,29.7,0,
2017,204600,29.6,204600,Boyle Heights,29.6,0,
2017,218500,0,218500,Mid-City,11.6,18,
2017,226002c,0,226002c,Downtown,24.7,5,
2017,231710b,29.5,231710b,Vermont Square,29.5,0,
2017,701802b,29.3,701802b,Santa Monica,12.2,17,
2017,601600,29.2,601600,Lennox,29.2,0,
2017,218900,29.1999999999999,218900,Jefferson Park,29.1999999999999,0,
2017,239602b,29.1,239602b,Florence,29.1,0,
2017,240600,28.9,240600,Green Meadows,28.9,0,
2017,231720a,28.8,231720a,Vermont Square,28.8,0,
2017,125200b,28.6999999999999,125200b,Valley Village,28.6999999999999,0,
2017,239201a,0,239201a,Florence,0,0,
2017,231600a,28.6,231600a,Vermont Square,14,15,
2017,109100b,28.5,109100b,Mission Hills,28.5,0,
2017,121222,0,121222,Sun Valley,0,0,
2017,218110a,0,218110a,Arlington Heights,16.4,12,
2017,543502,28.4,543502,West Carson,28.4,0,
2017,540800a,28.2,540800a,Willowbrook,28.2,0,
2017,543603b,28,543603b,West Carson,28,0,
2017,195400,27.9,195400,Silver Lake,27.9,0,
2017,209102a,27.8,209102a,Westlake,13.9,14,
2017,209401a,27.7,209401a,Westlake,27.7,0,
2017,294421,0,294421,Harbor City,0,0,
2017,503301,0,503301,Whittier,5.7,22,
2017,208801b,27.5999999999999,208801b,Westlake,27.5999999999999,0,
2017,181400,27.5,181400,Eagle Rock,27.5,0,
2017,192610b,0,192610b,East Hollywood,0,0,
2017,543603a,0,543603a,West Carson,0,0,
2017,207900c,27.4,207900c,Downtown,27.4,0,
2017,237500b,0,237500b,Vermont-Slauson,0,0,
2017,271200,0,271200,West Los Angeles,0,0,
2017,432801b,0,432801b,El Monte,0,0,
2017,205120b,27.3,205120b,Boyle Heights,27.3,0,
2017,482521a,27.1,482521a,South San Gabriel,27.1,0,
2017,239701b,27,239701b,Florence,17.2,10,
2017,532605a,0,532605a,Huntington Park,27,0,
2017,221401a,26.9,221401a,Jefferson Park,26.9,0,
2017,535400c,0,535400c,Florence-Firestone,0,0,
2017,701100a,0,701100a,Brentwood,6.19999999999999,21,
2017,407002a,26.7,407002a,West Puente Valley,26.7,0,
2017,502700b,0,502700b,Santa Fe Springs,0,0,
2017,900102j,0,900102j,Northeast Antelope Valley,0,0,
2017,181000b,26.6999999999999,181000b,Eagle Rock,26.6999999999999,0,
2017,542105a,26.6,542105a,Compton,1.3,25,
2017,191820b,26.4,191820b,Hollywood,26.4,0,
2017,219500,0,219500,Baldwin Hills/Crenshaw,0,0,
2017,920023,26.2999999999999,920023,Santa Clarita,26.2999999999999,0,
2017,221302b,26.2,221302b,Harvard Heights,26.2,0,
2017,534501,0,534501,Huntington Park,0,0,
2017,900102c,0,900102c,Northeast Antelope Valley,0,0,
2017,117303a,26.1999999999999,117303a,North Hills,26.1999999999999,0,
2017,216900,0,216900,Mid-City,0,0,
2017,195300,26.1,195300,Los Feliz,26.1,0,
2017,900103b,0,900103b,Lake Los Angeles,0,0,
2017,237500a,26.0999999999999,237500a,Vermont-Slauson,26.0999999999999,0,
2017,199201b,26,199201b,Lincoln Heights,26,0,
2017,291120,0,291120,Harbor Gateway North and South,0,0,
2017,221602,25.9,221602,Pico-Union,25.9,0,
2017,271702b,0,271702b,Palms,0,0,
2017,500402,0,500402,Pico Rivera,0,0,
2017,900103c,0,900103c,Northeast Antelope Valley,0,0,
2017,980021c,0,980021c,Hansen Dam,0,0,
2017,240800,25.7999999999999,240800,Green Meadows,25.7999999999999,0,
2017,104822,25.7,104822,Pacoima,25.7,0,
2017,190100a,25.6,190100a,Hollywood,25.6,0,
2017,232110,0,232110,Vermont Square,0,0,
2017,191000c,25.5999999999999,191000c,Hollywood,8.7,17,
2017,800331,25.5,800331,Westlake Village,25.5,0,
2017,221302a,25.4,221302a,Arlington Heights,25.4,0,
2017,401704a,0,401704a,Pomona,11,14,
2017,900201a,0,900201a,Northeast Antelope Valley,25.4,0,
2017,239701a,25.2999999999999,239701a,Florence,16.0999999999999,9,
2017,274202a,25.2,274202a,Venice,25.2,0,
2017,531901,0,531901,East Los Angeles,0,0,
2017,125310a,25.1,125310a,North Hollywood,25.1,0,
2017,209300b,25.0999999999999,209300b,Westlake,25.0999999999999,0,
2017,209200a,25,209200a,Westlake,25,0,
2017,540600,0,540600,Willowbrook,11,14,
2017,191902,24.9,191902,Hollywood,24.9,0,
2017,554405,0,554405,Bellflower,0,0,
2017,186403b,24.8,186403b,Glassell Park,24.8,0,
2017,224010a,0,224010a,Downtown,0,0,
2017,267300a,0,267300a,West Los Angeles,0,0,
2017,267600,0,267600,West Los Angeles,0,0,
2017,272201b,0,272201b,Mar Vista,21.2,4,
2017,109400,24.7999999999999,109400,Mission Hills,24.7999999999999,0,
2017,294410a,24.7,294410a,Harbor City,24.7,0,
2017,295103,0,295103,San Pedro,0,0,
2017,533103b,0,533103b,Huntington Park,0,0,
2017,199000c,24.6,199000c,Lincoln Heights,24.6,0,
